source,name,valid,error,n_obs,baseline,mag_mean,mag_std,err_median,snr,amp_intrinsic,P_LS_raw,alias_flag,P_LS,power_LS,fap_LS,significant,P_CE,CE_min,P_PDM,PDM_min,P_final,agreement,n_agree
fits_B279,B279_13538325004837,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",101,1039.0281200600002,16.097913997008067,0.5657212875491957,0.09750855714082718,5.648924500460363,0.5508184774373579,0.997722412195122,True,0.13846323561567167,0.5420059605355215,3.4611784305401893e-14,True,199.08696217941636,0.6491029084638884,188.2182039496249,0.5252210457445012,199.08696217941636,CE-only,1
fits_B279,B279_13509662002975,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",60,2909.0227759799964,13.798992745081584,0.5632987765316907,0.061693210154771805,9.05165968275052,0.5584259430574029,0.05925196811091776,False,0.05925196811091776,0.5883258122450148,7.69123502680727e-09,True,0.05975538708810075,0.7502066058716432,0.16914428735669104,0.3214889537308065,0.05975538708810075,LS+CE,2
fits_B279,B279_13575197001082,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",108,2939.9896551400016,14.42949793073866,0.5767292213484531,0.06977026164531708,8.160123335894472,0.5693339402034149,0.07366493499522683,False,0.07366493499522683,0.3997307209083903,2.21102778221034e-09,True,0.09206905980756491,0.9294590020251575,0.05310667374878467,0.6234260791772129,0.09206905980756491,CE-only,1
fits_B279,B279_13558808008256,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",57,3374.9665699899924,14.783423273186935,0.594951840320196,0.07361842691898346,7.9901178037426845,0.5882199036088994,0.34912965717610717,False,0.34912965717610717,0.5676003890089669,9.219026356216564e-08,True,0.6085535089834582,0.7975303902995512,0.06225125064312982,0.4469916992674016,0.6085535089834582,CE-only,1
fits_B279,B279_13579284000606,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",163,3393.962310040006,14.139545107180355,0.21922916788603639,0.02252361737191677,9.645796882918193,0.21725823823807686,754.2138466755569,False,754.2138466755569,0.3743361098764362,6.743821145001878e-14,True,856.1673970208062,0.6727926547364314,854.8489404843245,0.3523425666196733,855.5081687525653,CE+PDM,2
fits_B279,B279_13501467004138,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",50,3393.9621160800016,15.174815940856934,0.5593712033396373,0.08492301031947136,6.48446068888297,0.5506799219982148,0.08514557235773584,False,0.08514557235773584,0.585933525063861,4.465110813295824e-07,True,0.08512636658953485,0.68992213801263,0.6531239960157076,0.5009507518057174,0.08512636658953485,LS+CE,2
fits_B279,B279_13550620007251,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",164,3405.936820200004,14.95161672917808,0.24565462343389483,0.032858194783329964,7.3572834364633355,0.24174705223147952,0.2212595541076048,False,0.2212595541076048,0.7783754321824023,8.113578831081465e-50,True,0.22125400875537155,0.8125524821417865,0.22125400875537155,0.22167987066515057,0.22125585720611599,LS+CE+PDM,3
fits_B279,B279_13497369002457,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",62,3374.9663644899993,14.82440588551183,0.5213031075649086,0.06670732796192169,7.72849825075907,0.5155474674665234,0.34913685933937466,False,0.34913685933937466,0.4803801235464754,2.3287376870944254e-06,True,0.3491281090421481,0.7022334894616495,0.053424990750524676,0.5117363702606085,0.3491281090421481,LS+CE,2
fits_B279,B279_13505566003798,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",157,3393.96215259,13.845817116415425,0.1701432911176343,0.022261198610067368,7.537406540932801,0.16779170401252594,0.1491903958200728,False,0.1491903958200728,0.8217538968509056,7.862269275750417e-55,True,0.14919413492773745,0.8530103044982371,0.14918665671240813,0.5093089948211224,0.1491903958200728,LS+CE+PDM,3
fits_B279,B279_13480989003380,True,"NameError: name 'pd' is not defined
Traceback (most recent call last):
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 467, in _analyze_star
    base['OGLE_Class'] = guess_ogle_class(P_final)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\santi\AppData\Local\Temp\ipykernel_32392\651301854.py"", line 776, in guess_ogle_class
    if pd.isna(p_final) or p_final <= 0:
       ^^
NameError: name 'pd' is not defined
",55,2874.124916539993,14.610291862487793,0.5276978618628341,0.06630473583936691,7.866781714079009,0.5216048834579707,0.07543120197939229,False,0.07543120197939229,0.6200213627879471,7.619678092415414e-09,True,0.12131339915496896,0.46036724800919154,0.08214393114185736,0.4102336271046858,0.12131339915496896,CE-only,1
